tcpConnections,dnsSize,totalTasks,runningTasks,sleepingTasks,stoppedTasks,zombie,totalMemory,freeMemory,usedMemory,bufferCache,totalSwap,freeSwap,usedSwap,availableMemory,deviceState,IOStats_tps,IOStats_rtps,IOStats_wtps,IOStats_dtps,IOStats_bread/s,IOStats_bwrtn/s,IOStats_bdscd/s,CPU Utilization_CPU,CPU Utilization_%user,CPU Utilization_%nice,CPU Utilization_%system,CPU Utilization_%iowait,CPU Utilization_%steal,CPU Utilization_%idle,Memory Utilization_kbmemfree,Memory Utilization_kbavail,Memory Utilization_kbmemused,Memory Utilization_%memused,Memory Utilization_kbbuffers,Memory Utilization_kbcached,Memory Utilization_kbcommit,Memory Utilization_%commit,Memory Utilization_kbactive,Memory Utilization_kbinact,Memory Utilization_kbdirty,Disk Device Status_DEV,Disk Device Status_tps,Disk Device Status_rkB/s,Disk Device Status_wkB/s,Disk Device Status_dkB/s,Disk Device Status_areq-sz,Disk Device Status_aqu-sz,Disk Device Status_await,Disk Device Status_%util,Processor Queue_runq-sz,Processor Queue_plist-sz,Processor Queue_ldavg-1,Processor Queue_ldavg-5,Processor Queue_ldavg-15,Processor Queue_blocked
145,17,170,2,168,0,0,922.8,49.6,732.4,140.8,100,11.2,88.7,137.4,0,0.3,0,0.3,0,0,5.6,0,all,24.88,0,1.38,0,0,73.74,52581,142329,729407,77.19,32940,97344,1769319,168.93,109852,725272,17,mmcblk0,0.3,0,2.8,0,9.33,0,2.67,0.2,2,275,1.78,1.88,1.9,0
156,8,170,2,168,0,0,922.8,47.4,734.6,140.8,100,11.2,88.7,135.2,3,0.2,0,0.2,0,0,6.4,0,all,25.08,0,1.43,0,0,73.49,50348,140230,731436,77.4,32973,97387,1770273,169.02,110010,727316,236,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,1,275,2.06,1.94,1.93,0
140,6,169,3,166,0,0,922.8,46.9,735,140.9,100,11.2,88.7,134.8,3,2.8,0,2.8,0,0,67.2,0,all,24.9,0,1.25,0.03,0,73.82,49102,139026,732638,77.53,33009,97395,1771111,169.1,110116,728217,14,mmcblk0,2.8,0,33.6,0,12,0.05,16.36,0.5,1,274,2.1,1.98,1.94,0
176,20,169,2,167,0,0,922.8,45.5,736.1,141.2,100,11.2,88.7,133.7,3,0.2,0,0.2,0,0,5.6,0,all,24.87,0,1.65,0,0,73.47,48038,138226,733435,77.61,33049,97630,1771879,169.17,110320,729504,112,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,274,1.68,1.88,1.91,0
146,12,169,2,167,0,0,922.8,51.5,731.5,139.9,100,4.7,95.3,138.3,3,0.2,0,0.2,0,0,4.8,0,all,24.9,0,1.53,0.03,0,73.55,53733,142606,729230,77.17,33040,96402,1772903,169.27,111463,722536,416,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,273,2.12,1.97,1.94,0
192,35,168,2,166,0,0,922.8,48.2,733.8,140.7,100,4.7,95.3,135.9,1,0.4,0,0.4,0,0,10.4,0,all,25.16,0,1.33,0.05,0,73.46,51995,141231,730485,77.3,33075,96625,1774177,169.39,111628,724172,224,mmcblk0,0.4,0,5.2,0,13,0,4.5,0.3,1,274,2.07,1.98,1.94,0
139,12,167,2,165,0,0,922.8,47.3,734.8,140.8,100,4.7,95.3,135,1,0.2,0,0.2,0,0,7.2,0,all,25.45,0,0.3,0,0,74.25,49748,139553,732136,77.48,33111,97148,1774951,169.47,112323,725458,522,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,2,272,1.74,1.91,1.92,0
144,11,169,2,167,0,0,922.8,45.1,736.8,141,100,4.7,95.3,133,1,0.2,0,0.2,0,0,4.8,0,all,25.01,0,0.98,0.03,0,73.98,48852,138840,732828,77.55,33160,97280,1775905,169.56,112436,726632,28,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,274,1.83,1.9,1.91,0
153,6,167,2,165,0,0,922.8,45.6,736.3,140.9,100,3.6,96.4,133.5,1,7.6,0,7.6,0,0,144.8,0,all,24.87,0,1.31,0,0,73.82,48312,138444,733369,77.61,33156,97548,1776743,169.64,117488,722266,8,mmcblk0,0.5,0,3.6,0,7.2,0,3.4,0.2,1,273,1.85,1.91,1.92,0
163,12,168,2,166,0,0,922.8,45.9,737.3,139.6,100,2.2,97.8,132.6,2,0.2,0,0.2,0,0,7.2,0,all,24.88,0,1.83,0,0,73.29,49103,137845,733959,77.67,33162,96143,1777767,169.74,129384,709147,191,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,1,273,1.62,1.84,1.89,0
169,20,168,3,165,0,0,922.8,45.2,737.6,140,100,2.2,97.8,132.2,2,0.2,0,0.2,0,0,7.2,0,all,24.89,0,1.56,0.03,0,73.52,47276,136326,735422,77.82,33191,96368,1778798,169.83,129717,710654,77,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,1,273,1.79,1.86,1.9,0
148,45,169,2,167,0,0,922.8,47,737.5,138.3,100,0,100,132.3,2,0.7,0,0.7,0,0,17.6,0,all,25.9,0,1.98,0.05,0,72.06,49871,137263,734446,77.72,33002,94909,1780878,170.03,134318,703628,44,mmcblk0,0.7,0,8.8,0,12.57,0,3,0.6,2,273,1.95,1.89,1.91,0
156,16,169,1,168,0,0,922.8,45.7,738.8,138.3,100,0,100,131.1,2,0.3,0,0.3,0,0,5.59,0,all,24.83,0,1.86,0,0,73.31,47754,135249,736396,77.93,33048,94930,1782876,170.22,134378,705241,155,mmcblk0,0.3,0,2.8,0,9.33,0,2.33,0.3,1,274,1.68,1.84,1.89,0
152,21,163,2,161,0,0,922.8,49.7,739.9,133.2,100,0,100,129.9,0,8.4,0,8.4,0,0,95.2,0,all,26.12,0,2.44,0.03,0,71.41,46448,134131,737504,78.04,33074,95102,1781881,170.13,134819,706137,391,mmcblk0,8.4,0,47.6,0,5.67,0.28,33.36,1.1,1,274,1.55,1.8,1.88,0
161,8,169,2,167,0,0,922.8,47.6,742,133.2,100,0,100,127.8,0,0.4,0,0.4,0,0,7.2,0,all,26.64,0,2.56,0.03,0,70.77,49883,131940,739820,78.29,31550,90971,1782982,170.23,128585,708615,426,mmcblk0,0.4,0,3.6,0,9,0,2.25,0.2,1,274,1.71,1.81,1.88,0
170,14,168,3,165,0,0,922.8,46.9,742.7,133.2,100,0,100,127.1,0,0.4,0,0.4,0,0,8,0,all,26.46,0,2.34,0.03,0,71.18,48871,131019,740726,78.39,31590,91029,1783876,170.32,128627,709750,390,mmcblk0,0.4,0,4,0,10,0,2.5,0.3,1,274,1.83,1.83,1.88,0
143,12,167,2,165,0,0,922.8,50.8,744.4,127.6,100,0,100,125.4,0,0.2,0,0.2,0,0,5.6,0,all,25.07,0,1.86,0.03,0,73.05,53474,129862,741950,78.51,28692,88228,1785001,170.43,121726,712381,220,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,272,1.72,1.8,1.88,0
143,11,168,2,166,0,0,922.8,49.2,745.8,127.9,100,0,100,124.1,3,0.2,0,0.2,0,0,6.4,0,all,24.77,0,2.01,0,0,73.22,52037,128620,743074,78.63,28724,88312,1785729,170.5,122650,712934,314,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,1,272,1.61,1.77,1.86,0
131,22,168,3,165,0,0,922.8,47.8,747.1,127.9,100,0,100,122.8,3,0.2,0,0.2,0,0,7.2,0,all,25.06,0,1.48,0.03,0,73.44,50322,127038,744723,78.81,28749,88467,1786830,170.6,122872,714410,160,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,1,274,1.91,1.82,1.88,0
175,6,169,2,167,0,0,922.8,45.4,749.5,128,100,0,100,120.4,3,0.9,0,0.9,0,0,30.4,0,all,25.26,0,1.61,0.03,0,73.1,48667,125442,746294,78.97,28780,88503,1788007,170.71,122943,715510,23,mmcblk0,0.6,0,6,0,10,0,2.67,0.4,1,274,2.13,1.89,1.9,0
144,10,169,2,167,0,0,922.8,45.4,749.5,127.9,100,0,100,120.3,3,0.2,0,0.2,0,0,6.4,0,all,24.87,0,1.7,0,0,73.43,47270,124064,747692,79.12,28812,88487,1788852,170.79,122980,717255,420,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,1,274,1.87,1.85,1.89,0
162,10,167,2,165,0,0,922.8,48.5,750.1,124.3,100,0,100,119.7,1,0.4,0,0.4,0,0,12,0,all,25.06,0,1.71,0.03,0,73.2,50636,123410,748404,79.2,28437,84900,1789902,170.89,120818,716337,560,mmcblk0,0.4,0,6,0,15,0,2.75,0.2,1,272,1.69,1.8,1.87,0
144,20,171,3,168,0,0,922.8,45.9,752.7,124.3,100,0,100,117.1,1,0.2,0,0.2,0,0,7.2,0,all,25.04,0,1.71,0.03,0,73.23,48960,121901,749829,79.35,28480,84938,1790778,170.98,120946,717751,253,mmcblk0,0.2,0,3.6,0,18,0,3,0.1,1,276,1.81,1.83,1.88,0
155,8,170,2,168,0,0,922.8,56.3,753.5,113,100,0,100,116.2,1,6.6,6.3,0.3,0,119.2,5.6,0,all,25.4,0,1.73,0.18,0,72.69,58978,119920,751864,79.56,20525,80950,1792718,171.16,110111,718200,343,mmcblk0,4.5,42,2.8,0,9.96,0.01,1.31,1.4,1,275,1.8,1.83,1.88,0
153,14,160,1,159,0,0,922.8,55.7,754.1,113,100,0,100,115.7,1,0.6,0.4,0.2,0,3.2,4.8,0,all,24.9,0,2.53,0.03,0,72.55,57235,118675,753014,79.69,20623,81294,1849191,176.55,111287,719136,312,mmcblk0,1,4.8,2.8,0,7.6,0,3.1,0.3,1,275,1.52,1.75,1.85,0
148,10,170,2,168,0,0,922.8,51.7,757.8,113.3,100,0,100,111.9,2,0.9,0,0.9,0,0,15.2,0,all,25.7,0,2.38,0,0,71.91,55772,117301,754387,79.83,20666,81328,1793937,171.28,111823,719821,325,mmcblk0,0.5,0,5.6,0,11.2,0,2.8,0.3,1,275,1.76,1.8,1.86,0
143,8,171,2,169,0,0,922.8,51.1,758.4,113.3,100,0,100,111.4,2,2,0,2,0,0,24,0,all,25.46,0,1.78,0.03,0,72.73,53623,115346,756342,80.04,20743,81444,1794663,171.35,112551,721054,258,mmcblk0,2,0,12,0,6,0.02,9.25,0.5,1,275,1.99,1.85,1.88,0
142,15,169,2,167,0,0,922.8,50.2,759.2,113.4,100,0,100,110.6,2,0.4,0,0.4,0,0,10.4,0,all,25.04,0,1.76,0,0,73.2,52720,114420,757264,80.14,20784,81381,1795687,171.45,112600,721898,103,mmcblk0,0.2,0,1.6,0,8,0,2.5,0.1,1,275,1.92,1.85,1.88,0
161,14,169,3,166,0,0,922.8,48.9,760.4,113.5,100,0,100,109.4,2,0.5,0,0.5,0,0,27.2,0,all,24.97,0,2.11,0.03,0,72.89,51221,113137,758482,80.26,20832,81565,1796711,171.54,112733,723344,14,mmcblk0,0.5,0,13.6,0,27.2,0,5.6,0.3,1,275,1.78,1.83,1.87,0
148,22,171,3,168,0,0,922.8,46.4,762.6,113.9,100,0,100,107.2,0,3.1,1.9,1.2,0,54.4,21.6,0,all,25.58,0,1.11,0.13,0,73.18,48978,111057,760616,80.49,20882,81656,1797806,171.65,112889,724889,109,mmcblk0,3.1,27.2,10.8,0,12.26,0.01,2.45,1,1,276,1.87,1.85,1.88,0
143,6,171,1,170,0,0,922.8,56.6,762.8,103.4,100,0,100,107,0,4.3,0,4.3,0,0,80,0,all,24.77,0,1.78,0.03,0,73.42,48776,111000,760676,80.5,20960,81736,1800244,171.88,113390,725842,232,mmcblk0,4.3,0,40,0,9.3,0.06,13.72,0.8,1,276,2.12,1.92,1.9,0
154,12,168,2,166,0,0,922.8,54.2,765.1,103.5,100,0,100,104.7,0,0.4,0,0.4,0,0,8.8,0,all,26.56,0,1.51,0,0,71.93,56842,108530,763136,80.76,10839,81344,1799486,171.81,101665,728236,404,mmcblk0,0.2,0,1.2,0,6,0,2,0.1,1,276,1.86,1.87,1.89,0
141,6,168,2,166,0,0,922.8,52.9,766.4,103.6,100,0,100,103.4,0,0.4,0,0.4,0,0,7.2,0,all,25.28,0,1.71,0.03,0,72.99,55613,107354,764300,80.88,10880,81340,1800225,171.88,101716,730244,224,mmcblk0,0.4,0,3.6,0,9,0,2.5,0.2,1,273,1.63,1.81,1.87,0
161,14,168,2,166,0,0,922.8,51.8,767.4,103.6,100,0,100,102.4,3,2.4,0,2.4,0,0,25.6,0,all,25.24,0,0.38,0.05,0,74.33,53952,105733,765923,81.05,10928,81338,1801953,172.04,101764,731230,360,mmcblk0,2.4,0,12.8,0,5.33,0.03,14.29,0.4,1,273,1.93,1.87,1.89,0
164,17,168,2,166,0,0,922.8,50.3,769,103.5,100,0,100,100.8,3,1.8,0,1.8,0,0,17.6,0,all,25.26,0,1.56,0,0,73.19,52554,104412,767255,81.19,10976,81383,1803828,172.22,101813,732791,429,mmcblk0,1.8,0,8.8,0,4.89,0.02,9.06,0.4,1,272,1.84,1.86,1.89,0
158,16,168,2,166,0,0,922.8,48.9,770.3,103.6,100,0,100,99.5,3,0.2,0,0.2,0,0,4.8,0,all,24.7,0,2.06,0.03,0,73.21,51374,103198,768459,81.32,11016,81331,1803438,172.19,101852,734272,46,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,273,1.61,1.8,1.86,0
156,18,167,3,164,0,0,922.8,46.2,772.9,103.8,100,0,100,97,3,2.3,0,2.3,0,0,24.8,0,all,24.96,0,1.48,0,0,73.56,50010,101956,769704,81.45,11070,81391,1804191,172.26,101906,735576,381,mmcblk0,2.3,0,12.4,0,5.39,0.03,12.52,0.4,1,272,1.87,1.84,1.88,0
142,20,167,2,165,0,0,922.8,45.5,773.3,104,100,0,100,96.6,1,0.4,0,0.4,0,0,8,0,all,25.01,0,1.81,0.03,0,73.16,47463,99714,771951,81.69,11115,81646,1805190,172.35,102074,737796,616,mmcblk0,1.8,0,12.4,0,6.89,0.02,10.61,0.5,1,273,1.93,1.86,1.88,0
159,24,168,2,166,0,0,922.8,48.9,775,98.9,100,0,100,94.9,1,1.3,0,1.3,0,0,22.4,0,all,25.04,0,1.58,0,0,73.38,52069,98915,772795,81.78,10172,77280,1807980,172.62,97014,738711,67,mmcblk0,1.3,0,11.2,0,8.62,0.01,7.38,0.5,1,273,1.53,1.76,1.84,0
144,22,160,2,157,0,1,922.8,48.5,775.2,99.1,100,0,100,94.6,1,1.2,0.2,1,0,1.6,40.8,0,all,25.44,0,2.82,0.08,0,71.66,49520,96795,774838,82,10218,77574,1810030,172.82,97255,740320,44,mmcblk0,1.2,0.8,20.4,0,17.67,0.01,6.17,1,1,273,1.91,1.83,1.87,0
151,25,170,2,168,0,0,922.8,46.3,777.5,99,100,0,100,92.3,2,1.1,0,1.1,0,0,30.4,0,all,26.07,0,2.43,0.1,0,71.39,48125,95292,776333,82.15,10250,77443,1808287,172.65,97300,741333,74,mmcblk0,1.1,0,15.2,0,13.82,0.01,13.27,0.9,1,275,1.94,1.84,1.87,0
176,35,170,3,167,0,0,922.8,48.9,779.9,94,100,0,100,89.9,2,0.4,0,0.4,0,0,8.8,0,all,26.13,0,2.37,0.05,0,71.45,52444,94371,777386,82.26,9822,72736,1809711,172.79,92460,742657,239,mmcblk0,0.4,0,4.4,0,11,0,4.5,0.3,1,275,1.84,1.83,1.87,0
147,14,170,3,167,0,0,922.8,46.7,782.1,94,100,0,100,87.8,2,0.2,0,0.2,0,0,4.8,0,all,25.08,0,2.03,0.03,0,72.87,49476,91486,780162,82.56,9868,72677,1810847,172.89,92510,745183,334,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,275,1.9,1.85,1.87,0
161,22,169,2,167,0,0,922.8,46.1,782.6,94.1,100,0,100,87.2,2,0.2,0,0.2,0,0,6.4,0,all,25.3,0,1.86,0.03,0,72.82,48587,90746,780888,82.64,9916,72768,1811871,172.99,92573,746243,257,mmcblk0,0.7,1.6,4.8,0,9.14,0,1.71,0.3,1,274,2.01,1.88,1.88,0
156,12,169,2,167,0,0,922.8,49.5,784.3,89,100,0,100,85.5,0,0.2,0,0.2,0,0,8,0,all,25.17,0,1.53,0.03,0,73.27,46804,88998,782609,82.82,9961,72750,1812793,173.08,92647,747806,214,mmcblk0,1,7.6,6.4,0,14,0,3.1,0.4,1,274,2.12,1.92,1.9,0
158,20,169,2,167,0,0,922.8,47.7,785.3,89.8,100,0,100,84.5,0,3.5,3.2,0.3,0,161.6,9.6,0,all,25.46,0,1.71,0.08,0,72.76,49545,87001,784597,83.03,9831,68155,1814073,173.2,89273,748182,506,mmcblk0,3.5,80.8,4.8,0,24.46,0.01,3.37,1.1,1,274,1.71,1.84,1.87,0
153,6,167,2,165,0,0,922.8,45.6,787.3,90,100,0,100,82.5,0,0.3,0,0.3,0,0,7.2,0,all,25.15,0,1.56,0,0,73.29,47935,85769,785811,83.16,10055,68298,1814994,173.29,89857,749378,314,mmcblk0,0.3,0,3.6,0,12,0,2.67,0.2,1,273,1.73,1.82,1.86,0
145,7,168,2,166,0,0,922.8,52.9,789.8,80.1,100,0,100,80,0,1.4,0,1.4,0,0,16.8,0,all,25.09,0,1.8,0,0,73.11,56602,84336,787318,83.32,9641,58695,1815967,173.38,84131,746492,366,mmcblk0,1.4,0,8.4,0,6,0.01,9.57,0.3,1,272,2.03,1.89,1.89,0
142,7,169,1,168,0,0,922.8,51.8,790.6,80.4,100,0,100,79.2,3,1.9,0,1.9,0,0,24.8,0,all,24.79,0,1.95,0.05,0,73.21,54858,82865,788691,83.46,9683,58856,1816735,173.46,84246,747936,270,mmcblk0,1.9,0,12.4,0,6.53,0.02,9.47,0.5,2,272,1.79,1.85,1.88,0
158,15,167,2,165,0,0,922.8,50.4,792.1,80.3,100,0,100,77.8,3,1.9,0,1.9,0,0,24.8,0,all,24.96,0,2.06,0.03,0,72.95,52467,80548,790996,83.71,9730,58882,1817913,173.57,84285,750254,294,mmcblk0,2.1,0,14,0,6.67,0.02,9.67,0.5,1,274,1.46,1.76,1.84,0
158,8,167,2,165,0,0,922.8,49.5,793,80.3,100,0,100,76.9,3,0.2,0,0.2,0,0,5.6,0,all,25.07,0,1.63,0.03,0,73.27,51154,79206,792335,83.85,9776,58811,1818713,173.64,84339,751110,379,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,272,2.03,1.87,1.88,0
156,20,167,2,165,0,0,922.8,48.1,794.4,80.4,100,0,100,75.5,3,0.7,0.4,0.3,0,9.6,6.4,0,all,25.16,0,1.63,0,0,73.2,50300,78474,793082,83.93,9816,58890,1820652,173.83,84424,752501,322,mmcblk0,0.8,4.8,3.6,0,10.5,0,2.25,0.7,1,272,2.14,1.92,1.9,0
152,9,172,2,170,0,0,922.8,49.6,796.8,76.4,100,0,100,73,1,0.3,0,0.3,0,0,5.6,0,all,25.4,0,0.98,0.05,0,73.57,48793,77049,794484,84.07,9858,58928,1823621,174.11,84489,754048,398,mmcblk0,1.3,14.8,10,0,19.08,0,3.31,0.5,1,273,1.96,1.9,1.89,0
160,10,159,1,158,0,0,922.8,49.7,796.7,76.4,100,0,100,73.1,1,4.3,0,4.3,0,0,56,0,all,24.9,0,2.36,0.03,0,72.71,51764,75783,795883,84.22,9397,55165,1880772,179.57,84558,751086,382,mmcblk0,4.3,0,28,0,6.51,0.09,21.02,1,1,274,1.79,1.86,1.88,0
157,14,170,2,168,0,0,922.8,46.5,799.8,76.5,100,0,100,70.1,1,1.8,0,1.8,0,0,21.6,0,all,26.05,0,3.38,0,0,70.57,50148,74264,797522,84.4,9429,55233,1822665,174.02,84582,752559,325,mmcblk0,1.8,0,10.8,0,6,0.01,8.22,0.4,2,275,1.85,1.87,1.88,0
149,8,168,2,166,0,0,922.8,46.3,800.1,76.5,100,0,100,69.8,1,2,0,2,0,0,26.4,0,all,25.31,0,2.06,0.03,0,72.61,48087,72160,799630,84.62,9471,55148,1823391,174.09,84631,754523,201,mmcblk0,2,0,13.2,0,6.6,0.02,9.85,0.6,1,274,2.04,1.92,1.9,0
172,7,169,2,167,0,0,922.8,52.2,801.6,69,100,0,100,68.3,1,1.4,0,1.4,0,0,20,0,all,25.92,0,1.41,0.03,0,72.65,55422,71802,800073,84.67,8829,48184,1824567,174.2,82638,749974,317,mmcblk0,1.4,0,10,0,7.14,0.01,8.14,0.3,1,274,1.8,1.87,1.89,0
185,16,168,2,166,0,0,922.8,50.3,803.3,69.2,100,0,100,66.6,2,0.3,0,0.3,0,0,6.4,0,all,25.81,0,0.81,0.03,0,73.36,52049,68640,803145,84.99,8870,48268,1825892,174.33,83361,751612,287,mmcblk0,0.3,0,3.2,0,10.67,0,2.67,0.2,1,273,2.09,1.92,1.9,0
163,14,167,2,165,0,0,922.8,48.3,805.1,69.4,100,0,100,64.7,2,2.7,0,2.7,0,0,32.8,0,all,25.16,0,1.65,0.13,0,73.06,50736,67544,804228,85.11,8923,48418,1826801,174.42,83516,753120,364,mmcblk0,2.7,0,16.4,0,6.07,0.03,9.37,0.5,1,272,2.11,1.95,1.91,0
153,14,168,1,167,0,0,922.8,46.6,806.8,69.4,100,0,100,63.1,2,0.2,0,0.2,0,0,6.4,0,all,24.86,0,2.18,0,0,72.95,49254,66161,805618,85.25,8980,48467,1827639,174.5,83595,754909,408,mmcblk0,0.2,0,3.2,0,16,0,3,0.1,1,272,2,1.95,1.92,0
171,12,169,2,167,0,0,922.8,44.8,808.8,69.3,100,0,100,61.1,2,0.2,0,0.2,0,0,6.4,0,all,25.38,0,1.96,0,0,72.66,47513,64344,807429,85.44,9021,48350,1828766,174.6,83637,756223,347,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,1,274,1.65,1.86,1.89,0
150,30,170,2,168,0,0,922.8,47.1,812.4,63.3,100,0,100,57.4,0,0.4,0,0.4,0,0,8,0,all,25.09,0,1.71,0.03,0,73.18,51506,62176,809639,85.68,8735,42544,1831070,174.82,81462,754615,520,mmcblk0,0.5,0,4.4,0,8.8,0,2.4,0.3,1,275,1.69,1.85,1.88,0
156,26,168,2,166,0,0,922.8,47.1,812.3,63.4,100,0,100,57.6,0,0.6,0,0.6,0,0,15.2,0,all,24.93,0,2.31,0.03,0,72.73,48120,58912,812820,86.01,8784,42552,1833569,175.06,81582,757490,212,mmcblk0,0.6,0,7.59,0,12.67,0,3,0.5,1,274,1.97,1.9,1.9,0
157,16,167,2,165,0,0,922.8,46.6,812.9,63.4,100,0,100,57,0,0.5,0,0.5,0,0,10.4,0,all,27.03,0,2.6,0.03,0,70.34,48138,58887,812848,86.02,8822,42468,1832433,174.95,81746,757195,509,mmcblk0,0.5,0,5.19,0,10.4,0,2.6,0.3,1,273,1.77,1.86,1.89,0
168,6,168,2,166,0,0,922.8,46.2,813,63.6,100,0,100,56.9,0,0.2,0,0.2,0,0,5.6,0,all,25.17,0,1.98,0,0,72.85,48187,59056,812681,86,8869,42551,1832569,174.97,81804,757332,87,mmcblk0,0.2,0,2.8,0,14,0,5,0.2,1,273,1.57,1.8,1.87,0
165,22,168,2,166,0,0,922.8,46.5,812.8,63.6,100,0,100,57.1,3,0.2,0,0.2,0,0,7.2,0,all,25.29,0,1.98,0.03,0,72.7,47913,58786,812931,86.03,8917,42507,1832503,174.96,81849,757275,232,mmcblk0,0.2,0,3.6,0,18,0,2.5,0.2,1,273,1.95,1.87,1.89,0
168,10,168,2,166,0,0,922.8,46.2,813,63.6,100,0,100,56.8,3,1.1,0,1.1,0,0,36,0,all,24.79,0,1.58,0.03,0,73.6,48499,59496,812198,85.95,8964,42577,1832503,174.96,81903,757264,86,mmcblk0,1.1,0,18,0,16.36,0.01,9.55,0.3,1,273,2.18,1.94,1.91,0
171,7,168,3,165,0,0,922.8,46.4,812.6,63.8,100,0,100,57.2,3,0.3,0.1,0.2,0,0.8,7.2,0,all,25.08,0,1.78,0.03,0,73.12,47994,59082,812610,85.99,9005,42623,1832503,174.96,81955,757391,424,mmcblk0,0.3,0.4,3.6,0,13.33,0,2.67,0.3,1,273,1.92,1.91,1.9,0
174,8,168,2,166,0,0,922.8,45.7,813.4,63.8,100,0,100,56.5,3,0.2,0,0.2,0,0,2.4,0,all,25.04,0,1.48,0,0,73.47,47728,58790,812932,86.03,9052,42568,1832471,174.96,82000,757278,300,mmcblk0,0.2,0,1.2,0,6,0,2,0.1,1,272,1.69,1.84,1.88,0
153,8,167,2,165,0,0,922.8,45.6,813.1,64.2,100,0,100,56.8,1,0.2,0,0.2,0,0,12,0,all,25.04,0,1.83,0.03,0,73.1,47761,59176,812552,85.99,9099,42871,1832631,174.97,82398,757246,274,mmcblk0,0.2,0,6,0,30,0,3.5,0.1,1,272,1.82,1.86,1.89,0
169,8,167,2,165,0,0,922.8,46.3,812.4,64.1,100,0,100,57.5,1,0.2,0,0.2,0,0,4.8,0,all,24.99,0,1.58,0,0,73.43,47992,59429,812291,85.96,9138,42860,1832631,174.97,82460,757153,356,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,271,2.03,1.91,1.9,0
176,8,167,2,165,0,0,922.8,45.1,813.5,64.2,100,0,100,56.4,1,1.8,0,1.8,0,0,20,0,all,24.87,0,1.86,0.03,0,73.25,46968,58546,813172,86.05,9180,42946,1833684,175.07,82507,757814,308,mmcblk0,1.8,0,10,0,5.56,0.01,7.83,0.4,2,272,1.73,1.85,1.89,0
166,14,168,3,165,0,0,922.8,51.3,812.9,58.7,100,0,100,57,1,1.3,0,1.3,0,0,20,0,all,25.07,0,1.68,0.03,0,73.22,52293,58270,813490,86.09,7426,39168,1832631,174.97,78642,756372,217,mmcblk0,1.3,0,10,0,7.69,0.01,8.69,0.3,1,273,1.81,1.85,1.89,0
169,19,167,2,165,0,0,922.8,50.7,813.4,58.8,100,0,100,56.5,2,0.2,0,0.2,0,0,4.8,0,all,25.04,0,1.73,0.03,0,73.21,51505,57524,814092,86.15,7466,39140,1832631,174.97,79184,756350,420,mmcblk0,0.2,0,2.4,0,12,0,2.5,0.1,1,272,2.01,1.9,1.9,0
166,20,168,2,166,0,0,922.8,49.5,814.3,59,100,0,100,55.5,2,0.2,0,0.2,0,0,5.6,0,all,25.28,0,1.61,0.03,0,73.09,51288,57452,814250,86.17,7506,39235,1832631,174.97,79302,756807,296,mmcblk0,0.2,0,2.8,0,14,0,3,0.1,1,272,1.83,1.87,1.9,0
163,14,169,2,167,0,0,922.8,48.6,815.2,59.1,100,0,100,54.7,2,0.3,0,0.3,0,0,8,0,all,25.13,0,1.76,0,0,73.12,50708,57091,814588,86.2,7668,39264,1834270,175.13,79586,757143,455,mmcblk0,0.3,0,4,0,13.33,0,2.67,0.3,1,274,1.81,1.86,1.89,0
184,8,169,3,166,0,0,922.8,47.2,816.5,59.2,100,0,100,53.4,2,0.2,0,0.2,0,0,6.4,0,all,24.74,0,2.21,0,0,73.05,49662,56150,815523,86.3,7716,39339,1832631,174.97,79639,757751,242,mmcblk0,0.2,0,3.2,0,16,0,2.5,0.1,1,274,1.87,1.87,1.9,0
145,16,170,2,168,0,0,922.8,46.6,816.9,59.3,100,0,100,53,0,6.7,0,6.7,0,0,70.4,0,all,25.03,0,1.76,0.03,0,73.19,48665,55295,816434,86.4,7757,39439,1832631,174.97,80055,758744,20,mmcblk0,1.5,0,9.6,0,6.4,0.12,79.73,0.3,2,275,2.59,2.04,1.95,0
154,23,170,2,168,0,0,922.8,49.9,818,55,100,0,100,52.2,0,0.2,0,0.2,0,0,5.6,0,all,25.27,0,1.71,0.03,0,73,47535,54106,817470,86.51,7804,39308,1833655,175.07,80102,759509,72,mmcblk0,0.2,0,2.8,0,14,0,2.5,0.1,1,274,2,1.95,1.92,0
